Country Name,Country Code,Country Code,Region,IncomeGroup,Sub-Region,HAZARD & EXPOSURE,VULNERABILITY,LACK OF COPING CAPACITY,EPIDEMIC INFORM RISK,EPIDEMIC RISK CLASS,is_air_dprt_2018,SH_DTH_COMM_ZS_2016,IQ_CPA_ECON_XQ_2018,IQ_CPA_SOCI_XQ_2018,IQ_CPA_PUBS_XQ_2018,SH_STA_DIAB_ZS_2019,SL_AGR_EMPL_FE_ZS_2019,SL_AGR_EMPL_MA_ZS_2019,SL_EMP_VULN_ZS_2019,SL_IND_EMPL_MA_ZS_2019,SL_SRV_EMPL_FE_ZS_2019,SL.SRV.EMPL.MA.ZS_2019,IT.NET.BBND.P2_2018,IT.MLT.MAIN.P2_2018,NY.GDP.MKTP.KD.ZG_2018,NY.GDP.PCAP.CD_2018,NY.GDP.PCAP.KD.ZG_2018,NY.GNP.MKTP.PP.CD_2018,NY.GNS.ICTR.ZS_2018,SH.MED.BEDS.ZS_2015,NY.GNP.PCAP.PP.CD_2018,ST.INT.XPND.MP.ZS_2018,ST.INT.RCPT.XP.ZS_2018,SL.TLF.TOTL.IN_2019,IT.CEL.SETS.P2_2018,SM.POP.NETM_2017,BX.TRF.PWKR.CD.DT_2018,SP.POP.0014.TO.ZS_2018,SP.POP.1564.TO.ZS_2018,SP.POP.65UP.TO.ZS_2018,EN.POP.DNST_2018,EN.URB.LCTY.UR.ZS_2018,EN.POP.SLUM.UR.ZS_2014,SP.POP.TOTL_2018,SI.POV.GAPS_2018,SI.POV.DDAY_2018,IS.RRS.TOTL.KM_2018,SM.POP.REFG_2018,SP.URB.TOTL.IN.ZS_2018,SL.EMP.WORK.FE.ZS_2019,SL.EMP.WORK.MA.ZS_2019,pop_basic_san_tot%_2017,pop_basic_san_urb%_2017,pop_basic_san_rur%_2017,pop_safe_man_san_tot%_2017,pop_safe_man_san_urb%_2017,pop_safe_man_san_rur%_2017,chw_#,gov_health_exp%,pop_bas_hnd_wash_fac%_tot_2017,pop_bas_hnd_wash_fac%_urb_2017,pop_bas_hnd_wash_fac%_rur_2017,hos.beds.per10k.#,med_path_lab_sci#,med_path_lab_tech#,doc_per10k#,doc_#,gen_med_prac#,spec_med_prac#,med_doc#,nur_mid_wife_per10k#,nurse#,skl_health_pro_per10k#,C.1.1,C.1.2,C.1.3,C.2.2,C.5.3,C.6.1,C.6.2,C.7.1,C.8.1,C.8.2,C.8.3,C.9.1,C.9.2,C.9.3,C.10.1,C.11.1,C.11.2,C.12.1,Urban population growth (annual %),Population living in urban areas (%),Proportion of population with basic handwashing facilities on premises (% of population),Population living in slums (% of urban population),Children under 5 (% of population),GCRI Violent Conflict probability,GCRI Highly Violent Conflict probability,Human Development Index,Multidimensional Poverty Index,Humanitarian Aid (FTS),Development Aid (ODA),Net ODA received (% of GNI),Volume of remittances (in USD) as a proportion of total GDP (%),"Mortality rate, under-5",Incidence of Tuberculosis,Estimated number of people living with HIV - Adult (>15) rate,"Number of new HIV infections per 1,000 uninfected population","Malaria incidence per 1,000 population at risk",Number of people requiring interventions against neglected tropical diseases,Gender Inequality Index,Income Gini coefficient,People affected by Natural Disasters,People affected by Natural Disasters,People affected by Natural Disasters,Internally displaced persons (IDPs),Refugees and asylum-seekers by country of asylum,Returned Refugees,Average Dietary Energy Supply Adequacy,Prevalence of Undernourishment,Government Effectiveness,Corruption Perception Index,Access to electricity,Adult literacy rate,Individuals using the Internet,Mobile cellular subscriptions,People using at least basic sanitation services (% of population),People using at least basic drinking water services (% of population),Physicians Density,Current health expenditure per capita,GDP per capita (current US$),Total Population,"Air transport, passengers carried","International tourism, number of arrivals",IHR capacity score: Points of entry,Access to Cities,Public trust in politicians,1+ underlying conditions plus 0 conditions (65+ yrs),Humanitarian Aid (FTS),Gender Inequality Index
Paraguay,PRY,PRY,Latin America & Caribbean,Lower middle income,South America,2.7,4.7,4.1,3.7,Medium,4215,13.7,,,,9.6,14.54100037,23.86800003,37.48400021,25.04800034,77.60500336,51.08399963,4.610364537,4.352373885,3.676623231,5821.814323,2.349990344,91937085253,23.20703294,,13220,3.955773025,2.720439755,3596770,106.9525792,-82780,682869965.8,29.4405056,64.12927939,6.430215009,17.50835892,75.21655521,,6956071,0.4,1.6,,266,61.585,56.44200134,57.61199951,90,94,83,58,54,66,,11.92,80,84,72,13,1395,,13.544,9421,,,9421,16.604,10399,23.34,60,40,40,100,80,80,80,80,40,60,40,40,40,40,80,60,60,80,1.75,61.59,79.60,17.6,9.91,0.27,0.02,0.72,0.02,20.28,63.99,0.41,1.69,20.2,44,0.5,0.36,0.00,1974853,0.48,48.80,0,46300,623190,0,618,0,112,10.7,-0.52,28,99.3,94.02,64.99,107.0,89.8,99.6,13.66,767.77,5871,7044639,560631,1584000,60.0,8.60,1.49,20,20.28,0.48
Peru,PER,PER,Latin America & Caribbean,Upper middle income,South America,4.2,5.1,4.5,4.6,Medium,141025.363,20.3,,,,6.6,25.83600044,28.69000053,50.41799927,21.05200005,65.59999847,50.25799942,7.347014075,9.801573564,3.976935718,6941.235848,2.205617031,4.39E+11,19.82978414,,13710,6.640821167,8.720746945,18864820,123.7597545,495345,3224754055,25.79060285,66.12100436,8.088392792,24.99160625,41.69272611,34.2,31989256,0.7,2.6,,2529,77.907,40.26300049,50.13299942,74,80,56,43,51,,,15,,,56,16,1512,,13.048,40352,,,40352,24.398,78048,26.09,100,40,60,60,40,100,80,40,40,80,80,40,40,40,40,0,0,40,1.96,77.91,,33.8,8.64,0.44,0.03,0.76,0.05,620.43,353.40,0.21,1.45,14.3,116,0.3,0.16,5.60,2679217,0.38,43.30,2188505,9319,42679,59000,233400,0,117,9.7,-0.25,36,96.4,94.41,52.54,123.8,74.3,91.1,12.70,681.00,6947,32510462,17758527,4032000,40.0,2.03,1.70,21,620.43,0.38
Philippines,PHL,PHL,East Asia & Pacific,Lower middle income,South-Eastern Asia,4.7,5.4,4,4.7,Medium,292450,25.2,,,,7.1,13.77799988,29.48500061,32.69899893,25.50799942,76.39299774,45.00699997,3.675257165,3.874764169,6.243737742,3102.713363,4.770738946,1.15E+12,42.35031614,,10740,9.614105962,10.76362368,44815316,126.1986393,-335758,33808967986,30.9630402,63.91439103,5.122568768,357.6883053,26.95026589,38.3,106651922,,,,642,46.907,60.14500046,65.88200378,77,78,75,52,54,50,,10.01,78,85,73,5,,,6.004,63141,,,63141,49.351,526331,,40,40,40,40,60,60,40,40,40,60,60,60,60,0,60,80,60,60,1.88,46.91,78.46,43.5,9.97,0.90,0.59,0.71,0.02,760.59,462.09,0.14,10.22,28.4,554,0.1,0.20,0.25,49143290,0.43,40.10,4866405,11282941,5346441,301000,890,0,120,13.3,0.05,34,93.0,98.18,60.05,126.2,76.5,93.6,,342.29,3103,108116622,43080118,6621000,,21.60,2.18,22,760.59,0.43
Poland,POL,POL,Europe & Central Asia,High income: OECD,Eastern Europe,2.6,4,2.9,3.1,Low,123903,5,,,,6.1,7.995999813,10.23400021,16.05900002,43.72499847,74.69400024,46.04199982,16.12518272,17.33905581,5.148018484,15420.91116,5.137713695,1.14E+12,19.62878737,,30010,3.473966538,4.841040018,18223701,134.7484225,-146976,7112000000,15.05227681,67.42990642,17.51781676,124.0358862,7.750387608,,37974750,,,18536,12506,60.058,84.18699646,76.46499634,99,99,99,93,,,,10.7,,,,65,,,23.788,90284,15908,74376,,68.926,233012,79.84,100,60,80,100,20,0,0,60,80,80,80,0,80,0,80,80,0,80,-0.07,60.06,,0.0,4.96,0.01,0.01,0.87,,0.00,0.00,,1.21,4.4,17,0.1,,,104,0.12,30.80,5844,0,157,0,15571,0,138,2.4,0.66,58,100.0,98.74,77.54,134.7,98.8,99.7,24.00,1784.40,15424,37887771,9277538,18258000,,1.51,2.26,37,0.00,0.12
Portugal,PRT,PRT,Europe & Central Asia,High income: OECD,Southern Europe,2.7,3.9,2.2,2.9,Low,182753,10.2,,,,9.8,3.796000004,7.809000015,11.84800011,33.86600113,81.04199982,58.32500076,36.90145066,49.46726334,2.441266929,23407.90659,2.625968365,3.36E+11,18.04048688,,32680,6.256065647,22.71093323,5223005,115.6330424,-30001,503789178.4,13.45790782,64.58823464,21.95385754,112.2394535,43.6597443,,10283822,,,2545.96,2136,65.211,87.51899719,79.35199738,100,100,100,85,93,,,11.91,,,,34,,,51.24,52718,27076,25642,,69.746,68976,108.03,100,80,80,100,100,80,80,80,80,80,80,80,100,100,80,100,100,80,0.68,65.21,,3.6,3.97,0.00,0.00,0.85,,0.00,0.00,,0.21,3.7,20,,0.15,,13,0.08,35.50,3475,417,0,0,2221,0,139,2.4,1.21,62,100.0,96.14,74.66,115.6,99.6,99.9,33.36,2778.42,23146,10226178,17367956,15432000,80.0,3.85,3.21,40,0.00,0.08
Qatar,QAT,QAT,Middle East & North Africa,High income: nonOECD,Western Asia,5,2.4,2.1,2.9,Low,197811,5.2,,,,15.6,0.009,1.381000042,0.144000003,61.99599838,93.61599731,36.6230011,9.631079325,16.25232503,1.493339993,68793.78444,-0.584669133,3.46E+11,51.55866417,,124410,17.86023911,14.85847606,2124485,141.8558268,200000,467032967,13.54076419,85.08916548,1.370070339,239.5931955,25.14393779,,2781677,,,,190,99.135,99.60299683,99.5739975,100,,,96,,,,5.83,,,,12,504,,24.852,6913,1305,4937,671,72.628,19895,76.65,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,80,80,80,2.13,99.14,,,4.77,0.01,0.00,0.85,,-81.00,0.00,,0.24,6.8,26,0.1,0.12,,21,0.20,,0,1500,0,0,282,0,136,2.8,0.63,62,100.0,93.46,99.65,141.9,100.0,99.6,0.01,3926.12,69026,2832071,29178923,2256500,40.0,20.07,5.92,21,-81.00,0.20
Republic of Korea,KOR,KOR,East Asia & Pacific,High income: OECD,Eastern Asia,3.9,4.2,1.2,2.7,Low,526374,10.1,,,,6.9,4.611000061,5.073999882,19.04099965,33.7519989,82.06400299,61.17399979,41.59692858,50.62729196,2.668311402,31362.75147,2.33217302,2.07E+12,34.67291002,11.5,40090,5.412653956,2.740669151,28450476,129.6727883,58657,7125100000,12.97332358,72.60812059,14.41855583,529.6521036,23.68789053,,51606633,,,,2903,81.459,77.6269989,73.30699921,100,,,100,,,,12.28,,,,115,,35220,23.608,120630,32652,87978,,73.009,373601,92.24,100,100,100,60,100,100,100,100,100,100,100,100,100,100,80,100,100,100,0.27,81.46,,,3.85,0.14,0.01,0.91,,4.05,0.00,,0.44,3.2,70,,,0.12,3,0.06,31.60,5057,0,87849,0,22739,0,135,2.4,1.18,59,100.0,,96.02,129.7,100.0,99.8,23.66,2711.74,31363,51225321,88157579,13336000,80.0,2.15,2.53,34,4.05,0.06
Republic of Moldova,MDA,MDA,Europe & Central Asia,Lower middle income,Eastern Europe,3.2,3.8,4.3,3.7,Medium,13590,4.2,4,3.9,3.4,5.7,32.68099976,39.2140007,37.34700131,22.17900085,55.74599838,38.60699844,15.37866762,27.34983504,3.4,3227.312192,3.496608997,27020228933,14.9489283,,7620,6.860987218,14.48628728,1281378,88.01395083,-6935,1837620000,15.86009086,72.6703528,11.46955634,123.5198035,33.72028098,,2706049,0,0,,418,42.629,65.94300079,58.70199966,76,86,69,,78,,,13.32,,,,58,,17776,32.066,13018,,,13018,49.235,19311,77.06,80,60,80,60,60,80,80,40,20,80,60,40,60,80,60,60,80,40,0.08,42.63,86.98,63.5,5.11,0.20,0.03,0.71,0.00,0.29,95.72,1.93,16.06,15.8,95,0.6,0.56,,0,0.23,25.90,0,0,5460,0,522,0,106,2.4,-0.47,32,100.0,99.36,76.12,88.0,76.3,89.1,32.00,480.38,3189,4043258,1135999,145000,80.0,490.40,2.04,33,0.29,0.23
Republic of North Macedonia,MKD,MKD,Europe & Central Asia,Upper middle income,Southern Europe,3.1,4,3.7,3.6,Medium,,1.9,,,,9.3,14.40200043,16.01600075,19.02799988,34.5359993,58.97900009,49.44800186,20.54598343,18.38256863,2.664591889,6083.718948,2.617176945,32644207769,33.02031217,,15670,3.057713619,5.09094757,959187,94.53430868,-4999,344454462,16.51699963,69.81281899,13.67018138,82.59151467,48.38782618,,2082958,,,683,412,57.963,81.01899719,73.86100006,99,100,98,17,8,,,12.89,,,,44,,,28.736,5975,,,5975,37.917,7884,66.68,80,40,60,60,60,80,60,40,60,60,40,60,60,80,60,80,80,40,0.42,57.96,,8.3,5.46,0.12,0.01,0.76,0.01,0.00,66.97,1.40,2.72,9.9,13,0.1,0.04,,9,0.15,35.60,2220,0,0,140,426,0,120,3.2,0.09,35,100.0,97.80,79.17,94.5,99.1,93.1,28.74,934.58,6084,2083458,,631000,100.0,1.51,3.03,33,0.00,0.15
Romania,ROU,ROU,Europe & Central Asia,Upper middle income,Eastern Europe,2.6,4.5,3.2,3.3,Low,55637,4.2,,,,6.9,21.53199959,21.84000015,23.72199917,36.67100143,57.00400162,41.48899841,26.05849633,18.76334774,3.953810542,12301.1864,4.559978445,5.36E+11,19.67182577,,27520,4.725159052,3.244408788,8933410,116.2456038,-369997,6983986125,15.53455496,66.12674365,18.33870139,84.63984701,17.32084793,,19466145,,,10765,4157,53.998,76.70899963,74.08100128,84,95,71,77,,,16170,12.84,,,,63,,460,29.807,58583,,,58583,73.891,141821,90.84,100,60,60,100,80,80,80,60,60,80,60,80,100,60,60,40,40,40,-0.47,54.00,,14.4,4.86,0.08,0.04,0.82,,0.00,0.00,,2.92,7.3,72,0.1,0.07,,22,0.32,35.90,137,2700,362,0,5644,0,145,2.4,-0.25,44,100.0,98.84,70.68,116.2,84.3,100.0,22.59,1152.18,12301,19364558,4908235,10926000,40.0,0.09,2.03,37,0.00,0.32
Russian Federation,RUS,RUS,Europe & Central Asia,High income: nonOECD,Eastern Europe,2.3,4.3,2.5,2.9,Low,885094,4.8,,,,6.1,3.901000023,7.513999939,5.350000024,37.17399979,80.51100159,55.31200027,22.0008863,20.65975074,2.254804346,11288.87845,2.261780504,3.95E+12,30.18624226,,26900,11.30058121,3.676965703,73023442,157.431312,912279,8610210000,17.91408058,67.4112111,14.67470832,8.822079555,11.53971857,,144478050,0,0,85626,77397,74.433,94.26599884,92.21099854,90,95,78,61,63,55,,9.49,,,,82,,,37.494,543604,,,543604,85.429,1243250,126.58,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.18,74.43,,,6.44,0.91,0.51,0.82,,6.41,0.00,,0.52,7.2,60,,1.30,,3,0.26,37.70,15922,14975,43204,2300,78778,32,138,2.4,-0.06,28,100.0,99.73,80.86,157.4,90.5,97.1,40.14,1329.29,11289,145872260,99327311,24390000,100.0,7.83,3.43,36,6.41,0.26
Rwanda,RWA,RWA,Sub-Saharan Africa,Low income,Eastern Africa,6,5.4,4.3,5.2,High,18439,42.4,4,4.2,3.8,5.1,71.51200104,52.67599869,67.99599838,15.375,25.66200066,31.95000076,0.060973974,0.105348981,8.606705998,772.9444599,5.772764955,27114274315,12.39590487,,2200,12.12897433,25.89280187,6361963,78.85411036,-44998,260527797.5,39.97557302,57.0862309,2.938196078,498.6598703,49.96186157,53.2,12301939,,,,145360,17.211,22.56900024,41.95899963,67,52,70,,,,,9.86,5,13,3,16,,1990,1.34,1648,1114,534,,12.044,13345,8.96,100,80,100,100,100,80,60,60,40,40,60,60,60,80,100,40,40,40,3.14,17.21,4.62,45.5,14.64,0.19,0.02,0.54,0.26,436.56,497.87,12.02,2.74,35.3,57,3.1,1.06,505.57,5328513,0.41,43.70,6553,26423,5958,0,150316,3077,99,36.8,0.21,53,34.1,73.22,21.77,78.9,66.6,57.7,1.35,130.38,773,12626938,1073528,,40.0,3.36,5.43,15,436.56,0.41
Saint Lucia,LCA,LCA,Latin America & Caribbean,Upper middle income,Caribbean,2.9,4.7,4,3.8,Medium,,9.7,3,3.8,3.8,11.6,11.41699982,21.84799957,29.597,26.91900063,81.44200134,51.23300171,17.73884072,20.05014047,0.85713557,10566.04975,0.339234187,2362064176,,,12990,8.719713188,81.27115699,99985,101.6795958,0,42983521.57,18.528883,71.66458664,9.806530356,298.1786885,0,,181889,,,,2,18.678,69.84999847,58.5929985,88,78,91,,,,,11.47,,,,13,,,6.409,116,,,116,31.547,476,19.64,80,40,60,100,100,60,80,80,80,80,80,60,60,60,60,80,100,40,0.87,18.68,87.20,11.9,5.98,0.00,0.00,0.74,0.01,0.00,2.44,0.47,2.24,16.6,8,,,,23465,0.33,51.20,0,0,0,0,2,0,94,18.1,0.20,55,98.8,,50.82,101.7,88.4,98.2,,677.40,10315,182795,,386000,100.0,1.35,,29,0.00,0.33
Saint Vincent and the Grenadines,VCT,VCT,Latin America & Caribbean,Upper middle income,Caribbean,3.8,3.4,4.6,3.9,Medium,,13.4,3.333333333,3.6,3.7,11.6,4.710999966,15.03100014,19.86499906,29.39500046,88.57900238,55.57500076,22.33261653,17.43836822,2.163128944,7361.400962,1.8080933,1340595264,,,12160,10.64412507,76.27016851,56646,96.06572847,-1000,46770931.63,22.54130713,67.86890601,9.589786863,282.5897436,0,,110210,,,,0,52.198,78.98300171,71.48200226,87,,,,,,45,14.82,,,,26,,13,6.648,72,,,72,70.145,773,,20,20,60,60,100,80,40,60,60,80,60,20,40,60,40,20,20,20,1.14,52.20,,,7.07,0.00,0.00,0.73,,0.00,0.55,2.18,5.76,16.4,2,,,,5,,,0,0,0,0,0,0,121,5.7,0.20,59,100.0,,22.39,96.1,87.2,95.1,,409.14,7378,110593,,76000,20.0,4.34,,29,0.00,
Samoa,WSM,WSM,East Asia & Pacific,Lower middle income,Polynesia,1.8,3.5,3.4,2.8,Low,6848,12,4.166666667,3.9,4.1,9.2,6.626999855,42.56299973,29.98300028,17.84300041,60.11100006,39.59400177,0.866128834,4.327572792,-2.168099125,4183.407935,-2.556174478,1226825736,,,6260,0.980115478,62.57381062,53601,63.58317294,-14013,147363459.2,38.32069709,56.87889093,4.800411974,69.30388693,0,,196130,,,,3,18.243,74.14600372,63.31700134,98,98,98,48,38,51,,15.08,,,,0,37,,3.445,67,,,67,24.885,488,18.81,100,100,100,100,100,80,80,80,80,80,80,80,60,100,80,80,40,80,-0.74,18.24,,,13.95,0.00,0.00,0.71,,43.37,74.36,14.53,17.96,15.8,18,,,,61325,0.36,38.70,0,0,2936,0,0,0,131,2.7,0.59,,96.8,99.10,33.61,63.6,98.2,97.4,3.41,352.80,4392,197093,137770,146000,40.0,1.87,,24,43.37,0.36
Sao Tome and Principe,STP,STP,Sub-Saharan Africa,Lower middle income,Middle Africa,6,3.7,5.7,5,High,,33.9,2.833333333,3.1,3.2,2.4,8.847000122,24.12599945,48.11400032,25.84399986,87.81800079,50.02999878,0.737816783,2.511041189,2.657693757,2001.140902,0.741508911,725635668,,,3440,8.877220145,73.19355971,71890,77.05612525,-8401,17776130.48,42.51994996,54.55437193,2.925678109,219.8208333,0,86.6,211028,,,,0,72.803,42.68000031,54.00099945,43,48,31,,,,150,12.39,41,39,47,29,,44,0.531,11,,,11,19.242,406,,40,20,20,40,20,40,40,40,40,60,20,40,40,60,20,40,40,20,3.04,72.80,41.34,86.6,14.68,0.00,0.00,0.61,0.09,0.00,18.57,10.44,4.21,31.2,118,0.8,,10.96,192800,0.55,30.80,0,0,0,0,0,0,118,7.0,-0.64,46,72.5,92.82,29.93,77.1,43.0,84.3,3.20,196.90,2001,215048,,,0.0,3.81,,16,0.00,0.55
Saudi Arabia,SAU,SAU,Middle East & North Africa,High income: nonOECD,Western Asia,3.7,3.1,3.3,3.4,Low,254063.7469,10.6,,,,15.8,0.347000003,2.713000059,3.015999917,28.07600021,97.51300049,69.21099854,20.24129125,15.98505772,2.434110778,23338.96346,0.607923521,1.88E+12,33.15161989,,55840,8.560235957,5.405372541,14387983,122.5733112,674895,334914666.7,25.04284813,71.64306385,3.314088023,15.67665431,24.44346536,,33699947,,,2939,266,83.844,98.625,94.58899689,100,,,78,,,4627,8.21,,,,27,12052,10709,26.117,88023,11692,68170,8161,54.763,180571,77.74,100,60,60,100,80,80,40,80,80,80,80,80,60,100,80,80,80,80,2.06,83.84,,18.0,8.75,0.70,0.42,0.86,,0.00,0.00,,0.04,7.1,10,0.1,,0.07,1021,0.22,,481,0,1418,0,2436,0,130,7.1,0.32,53,100.0,95.33,93.31,122.6,100.0,100.0,23.90,3117.23,23219,34268529,39141660,16109000,60.0,6.52,5.16,21,0.00,0.22
Senegal,SEN,SEN,Sub-Saharan Africa,Lower middle income,Western Africa,6.6,4.8,5.6,5.6,High,1087,45.7,4,3.7,3.5,2.4,24.94000053,33.45500183,64.62800026,18.83499908,69.54100037,47.70999908,0.818830296,1.906375946,6.766293824,1521.953554,3.837062008,58244252482,,,3670,,,4255464,104.450641,-100001,2427531906,43.05543037,53.85774593,3.086823701,82.34747832,39.80784524,39.4,15854360,,,,14359,47.192,27.29899979,39.33100128,51,65,40,21,22,21,5,8.04,24,42,9,3,37,,0.691,1066,,,1066,3.127,2820,3.78,40,60,60,80,80,60,40,60,40,60,60,40,40,40,40,40,40,60,3.74,47.19,20.86,29.5,15.86,0.48,0.01,0.51,0.29,192.65,636.73,4.23,10.06,43.6,122,0.4,0.14,64.62,12005592,0.52,40.30,0,0,8968,18000,16069,0,114,11.3,-0.27,45,61.7,51.90,46.00,104.5,51.5,80.7,0.69,141.69,1522,16296362,21038,1365000,20.0,66.50,3.09,15,192.65,0.52
Serbia,SRB,SRB,Europe & Central Asia,Upper middle income,Southern Europe,2.7,3.8,3.5,3.3,Low,28160,2.4,,,,9,13.11999989,17.29199982,24.29699898,33.68700027,68.08799744,49.02000046,17.6326636,29.24869876,4.392237239,7246.731656,4.971964525,1.15E+11,18.6311243,,16540,6.135518885,7.667678852,3223416,95.78099081,20000,4323832955,15.68968075,65.96452656,18.34579269,79.83174022,35.47528835,,6982604,,,3724.468,30954,56.092,76.59300232,68.58300018,98,100,95,25,23,,887,13.86,,,,57,,5652,31.131,27563,9026,18537,,60.855,53881,71.6,100,80,80,80,60,80,40,80,80,80,80,40,80,100,80,0,0,80,-0.29,56.09,97.72,3.6,4.81,0.21,0.04,0.80,0.00,10.66,237.06,2.22,8.55,5.5,19,0.1,0.04,,0,0.16,28.50,0,231,11650,0,31193,6,110,5.7,0.11,39,100.0,98.29,73.36,95.8,97.6,85.5,31.25,1322.56,7234,8772228,2262703,1497000,0.0,1.20,2.63,37,10.66,0.16
Sierra Leone,SLE,SLE,Sub-Saharan Africa,Low income,Western Africa,7.2,5.5,6.6,6.4,High,,57.9,3.166666667,3.1,3.2,2.4,51.97999954,57.90000153,86.12500334,11.55799961,46.63499832,30.54199982,0,0.22701709,3.446162621,533.9911843,1.259327721,11395485370,-7.289945854,,1490,3.779966757,5.162511932,2681164,88.46989546,-21000,62085874.74,41.05963935,55.97380444,2.966556211,105.987171,35.30783223,75.6,7650154,10.7,40.1,,592,42.055,5.244999886,17.31800079,16,26,9,13,20,8,621,10.84,19,27,14,4,183,78,0.251,165,79,86,,2.239,1328,3.42,60,20,20,40,40,80,40,20,60,80,60,40,40,20,80,40,40,20,3.14,42.06,19.28,59.8,14.68,0.57,0.08,0.44,0.30,87.65,255.11,13.32,1.52,105.1,301,1.7,0.71,379.72,7000858,0.64,34.00,11916,0,5000,0,592,0,110,25.6,-1.14,33,23.4,43.21,9.00,88.5,15.7,60.8,0.25,244.04,523,7813207,,,40.0,2.28,2.87,16,87.65,0.64
Singapore,SGP,SGP,East Asia & Pacific,High income: nonOECD,South-Eastern Asia,4,2.5,1,2.2,Low,208787,22.7,,,,5.5,0.330000013,1.008000016,9.665999621,18.94099998,89.05400085,80.0510025,27.97221502,34.75467386,3.139464543,64581.94402,2.656150008,5.34E+11,45.82845682,2.4,94670,4.64597049,3.178701011,3531132,148.821563,135142,,12.27828264,76.25833717,11.46338019,7952.998418,100,,5638676,,,,3,100,90.84100342,82.50099945,100,100,,100,100,,,14.15,,,,24,,,22.936,12967,7920,5047,,62.432,35636,93.97,100,100,100,100,100,100,100,100,80,80,80,100,100,100,100,100,100,80,0.47,100.00,,,4.31,0.01,0.00,0.93,,-0.50,0.00,,,2.8,47,0.1,0.13,,2695,0.06,,0,0,0,0,0,0,125,2.5,2.23,85,100.0,97.34,88.17,148.8,100.0,100.0,23.06,4083.75,64582,5804343,40401515,13903000,80.0,4.74,6.42,32,-0.50,0.06
Slovak Republic,SVK,SVK,Europe & Central Asia,High income: OECD,Eastern Europe,2.5,4,2.9,3.1,Low,,4.8,,,,6.5,1.090999961,3.082000017,11.79799993,49.32400131,78.58599854,47.59400177,27.65439443,13.25329442,4.033703043,19442.70576,3.885130152,1.80E+11,22.06447468,5.8,33060,2.808158715,3.272376556,2740077,132.801823,7423,2114125126,15.44613676,68.92461673,15.6292465,113.2905782,14.6907818,,5446771,,,3626.611,949,53.726,90.22599792,81.25499725,98,99,97,83,88,76,100,14.95,,,,58,,3147,34.156,18608,,,18608,3.187,0,94.69,100,100,100,100,100,100,60,80,60,100,100,60,100,60,60,80,80,60,0.10,53.73,,,5.20,0.02,0.00,0.86,,0.00,0.00,,2.00,5.6,5,0.1,0.04,,9,0.19,26.50,0,0,0,0,966,0,116,3.4,0.71,50,100.0,,80.66,132.8,97.9,99.8,24.64,2172.16,19547,5457012,,2162000,80.0,280.56,2.14,35,0.00,0.19
Slovenia,SVN,SVN,Europe & Central Asia,High income: OECD,Southern Europe,2.4,3.6,1.8,2.5,Low,18444,5,,,,5.9,4.676000118,5.693999767,11.19599962,44.61800003,74.98200226,49.68899918,29.48917552,33.43423955,4.118217859,26123.97387,4.068661066,77420947580,26.90217733,,37450,4.214833347,7.321501378,1024236,118.6742271,9999,608128533,15.02177505,65.3713453,19.60687965,102.6398595,0,,2073894,,,1209,749,54.541,88.29799652,82.23600006,99,99,99,83,,,,12.83,,,,46,,,30.861,6408,1400,4758,250,99.745,20505,116.6,100,80,80,100,100,80,100,60,80,80,100,80,100,80,60,80,80,80,0.54,54.54,,3.7,4.95,0.00,0.00,0.90,,0.00,0.00,,1.13,2.1,6,0.1,0.07,,12,0.07,25.40,0,0,0,0,1012,0,126,2.4,1.13,60,100.0,99.70,79.75,118.7,99.1,99.5,29.95,2772.23,26234,2078654,1094762,3586000,60.0,11.67,2.49,38,0.00,0.07
Solomon Islands,SLB,SLB,East Asia & Pacific,Lower middle income,Melanesia,5.7,4.1,6.6,5.4,High,14365,22.2,3.166666667,2.7,2.7,19,37.52399826,37.65800095,65.67699909,14.60299969,58.27700043,47.74000168,0.227921275,1.138074647,3.85471177,2137.690695,1.179036123,1512823389,,,2320,7.145653443,13.56829528,336182,73.83377983,-7998,19331180.19,40.2415843,56.15946524,3.598950459,23.32468739,0,,652858,,,,3,23.749,24.73900032,41.44100189,34,78,20,,,,,12.54,36,59,29,14,,42,1.937,120,,,120,21.642,1413,19.71,40,40,20,20,60,80,40,40,20,60,20,20,20,60,20,20,20,40,4.58,23.75,35.89,,15.22,0.09,0.01,0.56,,10.11,166.09,14.49,1.39,20.0,76,,,170.98,530022,,37.10,0,1000,0,0,4,0,118,8.9,-1.05,42,62.9,76.60,11.92,73.8,33.5,67.8,2.00,117.76,2163,669821,427806,25700,20.0,11.05,,22,10.11,
