"Data Source","World Development Indicators",

"Last Updated Date","2020-04-09",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"IDA blend","IDB","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","27.5","","","25.8","","","18","","","17.8","","","13","","22.4","10.1","9.1","7.7","4.2","4.3","5.2","4.3","6.3","4.7","4.4","3.5","2.9","2.3","1.9","1.4","1.2","1.2","1","0.9","0.7","",
"IDA only","IDX","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","21","","","","","","17.1","","","","13.8","","","","","","12","","","","","","","","","","","9.2","","","","","7","","4.3","","","","","","","","",
"Not classified","INX","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","","","","","","","0.1","0.1","0.1","","","","0","","","0.1","0","0","0.1","0","0.1","0.4","0.3","0.4","0.1","0.5","0.3","0.3","0.1","","","",
"Iran, Islamic Rep.","IRN","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","","","","1.4","","","","0.6","","","","0.4","","","","","","","0.1","0.1","","","0.3","","","","0","0","0","0","0","","",
"Iraq","IRQ","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","","","","","","0.4","","","","","","","",
"Iceland","ISL","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.1","0","0.1","0","0","0.1","0.1","0.1","0","0","0","0","","","","",
"Israel","ISR","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.1","","","","","","0","","","","","0.2","","","","0","","","","0.3","","0.2","","","0.1","","0.3","","0.2","","0","","","",
"Italy","ITA","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","1","","0","","0.2","","0.8","","0.5","","","1.4","","1.1","","","0.5","0.5","0.5","0.5","0.5","0.5","0.6","0.9","0.9","0.8","1.1","0.9","1.4","1.2","1.1","","",
"Jamaica","JAM","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","","0.9","","","2.6","","","0.8","","","0.7","","","0.7","","0.4","","","","","","","","","","","","","","","",
"Jordan","JOR","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.5","","","","","0.3","","","","","0.2","","","","0","","0","","0","","","","","","","","","",
"Japan","JPN","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","0","","","0.2","","","","","","",
"Kazakhstan","KAZ","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","","","","","2.5","1.4","0.9","0.4","1.6","0.1","0","0","0","0","0","0","0","0","0","0","0","","",
"Kenya","KEN","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8","","11.3","","","9.8","","","","","","","","16.2","","","","","","","","","","11.6","","","","",
"Kyrgyz Republic","KGZ","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6","","11.2","9.2","8.7","6.2","2.8","3","1.8","2","0.7","0.3","1.1","0.2","0.7","0.5","0.2","0.5","0.2","0.3","0.1","",
"Cambodia","KHM","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kiribati","KIR","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","0.2","","0.2","","0.1","","","","","","","",
"Kuwait","KWT","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4","","","","","15.7","","","","","8","","","","","6.3","","","","","5.3","","","","","","","",
"Lebanon","LBN","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","",
"Liberia","LBR","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.1","","","","","","","11.7","","13","","","",
"Libya","LBY","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3","","","","","","","","","","","","","","","","","","","","","2.7","","","",
"Latin America & Caribbean","LCN","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","5.6","","","6.7","","","5.6","","","6.3","","","6","","","6.1","","","5.9","","","4.8","","","4.1","","","2.8","","2.5","2.4","1.8","1.6","","1.5","","","1.7","",
"Least developed countries: UN classification","LDC","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","27.8","","","29.3","","","28.8","","","29.5","","","33","","","32.7","","","31.3","","","29.6","","","25.2","","","21.6","","20.2","19.2","18.2","17.7","","17.5","","","17.6","",
"Liechtenstein","LIE","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","","","","","1.5","","","","","1.6","","","","","","","1.4","","","","0.5","","","0.4","","","0.3","","","","0.1","","","",
"Lower middle income","LMC","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","18.6","","","17.4","","","16.2","","","14.5","","","13.7","","","11.9","","","11","","","9.6","","","8.1","","","7","","5.9","5","4.7","4.2","","3.6","","","","",
"Low & middle income","LMY","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","22.6","","","18.3","","","15.6","","","15.6","","","14.6","","","11.9","","","11.5","","","9.9","","","7.5","","","6.4","","5.5","4.8","4.4","3.9","","3.6","","","","",
"Lesotho","LSO","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","24.2","","","","","","","","28.4","","","","","","","","32","","","","","","","","","","","","","","","9.3","","",
"Late-demographic dividend","LTE","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","","","","","","","","","","","1.3","0.9","0.7","0.8","0.9","1.2","1","0.5","0.7","0.5","0.7","0.5","0.7","0.8","","",
"Luxembourg","LUX","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","0","","","0","","","0","","","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0.2","0.1","0.2","","",
"Latvia","LVA","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0.2","","","","","","","","1.2","1.2","0.8","0.3","0.5","1","0.7","0.5","0.5","0.6","0.4","0.4","0.3","0.3","","",
"Macao SAR, China","MAC","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","2.3","","","","","","0.4","","","","","","","","1.3","","1.3","","","","","","0.6","","","","","","","0.2","","","","","","",
"Monaco","MCO","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6","8.9","12.5","10.9","7.9","3.9","1.4","1.9","3.3","0.6","0.3","0.2","0.1","0.1","0","0","0","0","0","0","0","0","",
"Madagascar","MDG","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","18","","","","","","","","","","","","","31","","","","28.8","","27.8","","34.3","","","","30.7","","","","","38.2","","39","","","","","","","",
"Maldives","MDV","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","","","","","","","1.5","","","","","","","0","","","",
"Middle East & North Africa","MEA","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","1.7","","","1.5","","","1.2","","","1.3","","","1.2","","","0.7","","","0.6","","","0.5","","","0.5","","0.4","0.5","0.5","0.5","","0.9","","","2.1","",
"Mexico","MEX","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2","","","3.3","","3.7","","9.1","","6.2","","2.9","","2.1","","2","2.2","1.3","","1.7","","1.6","","1.2","","1.1","","0.7","","0.5","",
"Marshall Islands","MHL","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2","5.9","4","2.8","1.8","1.9","2.1","1.6","1.8","","",
"Mali","MLI","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.1","","","","","","","23.1","","","","","17.7","","","15.4","","","","","","","","","","",
"Malta","MLT","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2","0.1","0.2","0.1","0.1","0","0","0","0.1","0.1","0.1","","",
"Myanmar","MMR","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","","0.3","","",
"Middle East & North Africa (excluding high income)","MNA","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","1.1","0.4","0.3","","","","",
"Mongolia","MNG","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","","","7.4","","","","2.2","","","","","0.2","","","0.1","0.1","0.1","","0","","0.1","","0.1","",
"Northern Mariana Islands","MNP","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.6","","","","","","40.2","","","","","","31.4","","","","","","27.9","","","","","",
"Mauritania","MRT","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3","","","","","","13.6","","6.1","","","","","5.2","","","","3.6","","","","2.7","","","","","","1.4","","","","","",
"Mauritius","MUS","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","","","","","0.1","","","","","0","","",
"Malawi","MWI","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.7","","","","","","","31.5","","","","","","34","","","","","","29.4","","","",
"Malaysia","MYS","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","0.6","","","0.3","","0.2","","","0.1","","","0.2","","0","","","","","","","0.1","","","0.1","0.1","","","0","","0","","0","","","","",
"North America","NAC","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2","","","","","","6.6","","","","","","4.6","","","","",
"New Caledonia","NCL","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.1","","43.1","","","","","","","","","","","35.5","","28.7","","","","13.9","","","13.5","","","","","",
"Nigeria","NGA","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","21.5","","","","","","","27.4","","","","31.1","","","","","","","21.9","","","","","","21.8","","","","","","","","","","",
"Nicaragua","NIC","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.2","","","","","10.5","","","5.5","","","","2.2","","","","1.9","","","","","0.7","","","","","",
"Netherlands","NLD","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","0.4","","","","0.2","","","0.6","","","0.7","","","","","","0.2","","","","","0.1","0.1","0","0","0.1","0.1","0","0.1","0","0","0","0","0","0.1","","",
"Norway","NOR","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","0.2","","","","","","","0","","","","","0.2","","","","0.2","","","","","0.2","","","0.1","0.2","0.1","0.1","0.1","0.1","0","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","","",
"Nepal","NPL","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.8","","","","","","","","16.5","","","","","","","3.1","","","","","","","","","",
"Nauru","NRU","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Other small states","OSS","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.6","","","19.9","","","","","","2.6","","4.8","","","5.8","","","3.4","2.7","","2.1","","","1.2","1.1","","0.9","","0.5","","","","",
"Panama","PAN","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","1.6","","","","","","","","","","16.3","","14","","","","11","","9.2","9.9","8.5","6.6","8","4.5","4.6","3.9","3.8","4.5","2.7","1.4","0.8","1.3","0.9","1.3","0.8","1.1","0.5","0.5","0.9","0.5","",
"Peru","PER","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2","6.9","7.2","6","6.3","5.5","3.8","4.5","5.4","4.6","3.7","2.8","2.1","1.5","1.4","1.4","1.2","1","1","0.9","0.9","0.7","",
"Philippines","PHL","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","","","3.1","","","3.4","","","2.4","","","2.3","","","1.2","","","","",
"Palau","PLW","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.3","","","","","","","","","","","","","14.8","","","","","","","","","","",
"Poland","POL","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0","0.1","","0.1","","","0.1","","","0.7","","","","0.3","","","","","1","0.4","0.3","0.3","0.1","0.1","0.1","0.1","0.1","0.2","0.1","0.2","0.1","0.2","","",
"Pre-demographic dividend","PRE","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.3","0.3","0","0.1","0.1","0.1","0.1","0.2","0.4","0.4","0.2","0.3","0.2","0.2","","",
"Paraguay","PRY","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","","","","","5.3","","4.5","","4.1","","3.3","5","2.7","1.7","2","2.4","2.4","1.3","1.7","1.7","1.6","0.9","0.6","0.6","0.4","0.3","0.2","0.4","",
"West Bank and Gaza","PSE","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.1","0.1","0.4","","0.1","0","0.1","","","","","0.2","","","",
"Pacific island small states","PSS","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","","","0.3","","2.4","0.5","","0.6","","","","","","","","","2.9","1.9","1.5","1","1.6","2.2","2.4","2.5","2.8","1.9","1.2","1.4","","",
"Russian Federation","RUS","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","","0.6","0.3","0.4","0.8","0.5","0.3","0.1","0.2","0.2","0.1","0.1","0","0","0","0","0","0","0","0","0","0","0","0","",
"Rwanda","RWA","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.2","","","","","31.4","","","","","24.9","","","20.7","","","20.2","","","",
"South Asia","SAS","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","18.3","","","16.6","","","14.7","","","13.3","","","11.9","","","10.2","","","","","","9.4","","","7.8","","","6.5","","5.3","4","3.5","3","","","","","","",
"Saudi Arabia","SAU","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sudan","SDN","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","","","","","2.9","","","","","",
"Senegal","SEN","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","","","20.9","","","","","","","16","","","","12.4","","","","","","12.8","","","","","","","","",
"Singapore","SGP","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3","","","","","","","","6.8","","","","","","",
"Sierra Leone","SLE","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.7","","","","","","","","","","","","","","31.3","","","","","","","","16.7","","","","","","","10.7","",
"El Salvador","SLV","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9","","10.3","","","","5.4","5.8","","11.2","8.9","5.1","6","6.2","7.7","4.9","4","2","1.1","1.8","1.7","1.4","1.1","1","0.7","0.6","0.4","0.5","0.4","0.3","",
