"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"IQ.CPA.ECON.XQ","CPIA economic management cluster average (1=low to 6=high)","The economic management cluster includes macroeconomic management, fiscal policy, and debt policy.","World Bank Group, CPIA database (http://www.worldbank.org/ida).",
